Filename,W,S,VP,C,T,DC,CT,CP,CN,MLS,MLT,MLC,C/S,VP/T,C/T,DC/C,DC/T,T/S,CT/T,CP/T,CP/C,CN/T,CN/C
10.txt,168,4,30,21,4,16,4,4,27,42.0000,42.0000,8.0000,5.2500,7.5000,5.2500,0.7619,4.0000,1.0000,1.0000,1.0000,0.1905,6.7500,1.2857
1474.txt,193,5,27,20,6,9,5,3,19,38.6000,32.1667,9.6500,4.0000,4.5000,3.3333,0.4500,1.5000,1.2000,0.8333,0.5000,0.1500,3.1667,0.9500
763.txt,166,3,29,21,4,11,3,3,24,55.3333,41.5000,7.9048,7.0000,7.2500,5.2500,0.5238,2.7500,1.3333,0.7500,0.7500,0.1429,6.0000,1.1429
707.txt,180,8,24,18,12,6,6,2,29,22.5000,15.0000,10.0000,2.2500,2.0000,1.5000,0.3333,0.5000,1.5000,0.5000,0.1667,0.1111,2.4167,1.6111
1172.txt,174,4,27,20,9,11,5,3,20,43.5000,19.3333,8.7000,5.0000,3.0000,2.2222,0.5500,1.2222,2.2500,0.5556,0.3333,0.1500,2.2222,1.0000
458.txt,136,9,18,16,9,6,3,3,18,15.1111,15.1111,8.5000,1.7778,2.0000,1.7778,0.3750,0.6667,1.0000,0.3333,0.3333,0.1875,2.0000,1.1250
1521.txt,174,8,22,16,9,7,5,9,28,21.7500,19.3333,10.8750,2.0000,2.4444,1.7778,0.4375,0.7778,1.1250,0.5556,1.0000,0.5625,3.1111,1.7500
994.txt,162,9,23,16,10,6,3,5,26,18.0000,16.2000,10.1250,1.7778,2.3000,1.6000,0.3750,0.6000,1.1111,0.3000,0.5000,0.3125,2.6000,1.6250
296.txt,171,3,25,18,5,10,3,0,35,57.0000,34.2000,9.5000,6.0000,5.0000,3.6000,0.5556,2.0000,1.6667,0.6000,0.0000,0.0000,7.0000,1.9444
815.txt,169,4,34,24,5,16,2,1,30,42.2500,33.8000,7.0417,6.0000,6.8000,4.8000,0.6667,3.2000,1.2500,0.4000,0.2000,0.0417,6.0000,1.2500
680.txt,174,2,27,19,5,6,5,7,11,87.0000,34.8000,9.1579,9.5000,5.4000,3.8000,0.3158,1.2000,2.5000,1.0000,1.4000,0.3684,2.2000,0.5789
105.txt,184,12,23,16,13,4,4,6,23,15.3333,14.1538,11.5000,1.3333,1.7692,1.2308,0.2500,0.3077,1.0833,0.3077,0.4615,0.3750,1.7692,1.4375
836.txt,152,3,21,14,7,7,4,5,27,50.6667,21.7143,10.8571,4.6667,3.0000,2.0000,0.5000,1.0000,2.3333,0.5714,0.7143,0.3571,3.8571,1.9286
152.txt,185,11,22,18,11,8,6,4,33,16.8182,16.8182,10.2778,1.6364,2.0000,1.6364,0.4444,0.7273,1.0000,0.5455,0.3636,0.2222,3.0000,1.8333
506.txt,171,3,27,21,5,13,4,3,22,57.0000,34.2000,8.1429,7.0000,5.4000,4.2000,0.6190,2.6000,1.6667,0.8000,0.6000,0.1429,4.4000,1.0476
1582.txt,178,5,28,20,9,10,6,5,26,35.6000,19.7778,8.9000,4.0000,3.1111,2.2222,0.5000,1.1111,1.8000,0.6667,0.5556,0.2500,2.8889,1.3000
1170.txt,178,8,21,13,8,5,4,5,24,22.2500,22.2500,13.6923,1.6250,2.6250,1.6250,0.3846,0.6250,1.0000,0.5000,0.6250,0.3846,3.0000,1.8462
1545.txt,179,4,18,15,8,7,5,6,18,44.7500,22.3750,11.9333,3.7500,2.2500,1.8750,0.4667,0.8750,2.0000,0.6250,0.7500,0.4000,2.2500,1.2000
56.txt,143,5,24,16,8,6,6,5,14,28.6000,17.8750,8.9375,3.2000,3.0000,2.0000,0.3750,0.7500,1.6000,0.7500,0.6250,0.3125,1.7500,0.8750
868.txt,226,12,31,27,14,14,10,6,29,18.8333,16.1429,8.3704,2.2500,2.2143,1.9286,0.5185,1.0000,1.1667,0.7143,0.4286,0.2222,2.0714,1.0741
898.txt,165,3,26,22,7,13,5,5,29,55.0000,23.5714,7.5000,7.3333,3.7143,3.1429,0.5909,1.8571,2.3333,0.7143,0.7143,0.2273,4.1429,1.3182
1451.txt,130,5,20,14,6,6,4,3,16,26.0000,21.6667,9.2857,2.8000,3.3333,2.3333,0.4286,1.0000,1.2000,0.6667,0.5000,0.2143,2.6667,1.1429
1265.txt,152,3,18,14,6,7,5,2,18,50.6667,25.3333,10.8571,4.6667,3.0000,2.3333,0.5000,1.1667,2.0000,0.8333,0.3333,0.1429,3.0000,1.2857
1549.txt,179,4,22,18,8,6,6,4,21,44.7500,22.3750,9.9444,4.5000,2.7500,2.2500,0.3333,0.7500,2.0000,0.7500,0.5000,0.2222,2.6250,1.1667
321.txt,145,6,22,13,7,6,4,3,23,24.1667,20.7143,11.1538,2.1667,3.1429,1.8571,0.4615,0.8571,1.1667,0.5714,0.4286,0.2308,3.2857,1.7692
386.txt,156,3,28,18,4,13,2,1,21,52.0000,39.0000,8.6667,6.0000,7.0000,4.5000,0.7222,3.2500,1.3333,0.5000,0.2500,0.0556,5.2500,1.1667
1279.txt,99,5,16,11,6,5,5,3,14,19.8000,16.5000,9.0000,2.2000,2.6667,1.8333,0.4545,0.8333,1.2000,0.8333,0.5000,0.2727,2.3333,1.2727
1254.txt,177,3,26,19,4,12,2,5,27,59.0000,44.2500,9.3158,6.3333,6.5000,4.7500,0.6316,3.0000,1.3333,0.5000,1.2500,0.2632,6.7500,1.4211
217.txt,116,6,22,13,6,5,4,0,19,19.3333,19.3333,8.9231,2.1667,3.6667,2.1667,0.3846,0.8333,1.0000,0.6667,0.0000,0.0000,3.1667,1.4615
778.txt,177,5,29,25,10,14,7,3,26,35.4000,17.7000,7.0800,5.0000,2.9000,2.5000,0.5600,1.4000,2.0000,0.7000,0.3000,0.1200,2.6000,1.0400
1544.txt,269,13,29,21,14,7,6,9,35,20.6923,19.2143,12.8095,1.6154,2.0714,1.5000,0.3333,0.5000,1.0769,0.4286,0.6429,0.4286,2.5000,1.6667
1588.txt,207,9,26,18,9,9,7,3,31,23.0000,23.0000,11.5000,2.0000,2.8889,2.0000,0.5000,1.0000,1.0000,0.7778,0.3333,0.1667,3.4444,1.7222
900.txt,185,7,25,21,11,10,7,3,29,26.4286,16.8182,8.8095,3.0000,2.2727,1.9091,0.4762,0.9091,1.5714,0.6364,0.2727,0.1429,2.6364,1.3810
747.txt,223,10,29,23,13,11,8,6,34,22.3000,17.1538,9.6957,2.3000,2.2308,1.7692,0.4783,0.8462,1.3000,0.6154,0.4615,0.2609,2.6154,1.4783
1043.txt,181,16,28,20,16,4,4,7,29,11.3125,11.3125,9.0500,1.2500,1.7500,1.2500,0.2000,0.2500,1.0000,0.2500,0.4375,0.3500,1.8125,1.4500
426.txt,307,9,50,37,11,20,5,7,41,34.1111,27.9091,8.2973,4.1111,4.5455,3.3636,0.5405,1.8182,1.2222,0.4545,0.6364,0.1892,3.7273,1.1081
149.txt,170,4,31,20,4,13,4,3,30,42.5000,42.5000,8.5000,5.0000,7.7500,5.0000,0.6500,3.2500,1.0000,1.0000,0.7500,0.1500,7.5000,1.5000
597.txt,241,9,35,28,13,13,9,6,43,26.7778,18.5385,8.6071,3.1111,2.6923,2.1538,0.4643,1.0000,1.4444,0.6923,0.4615,0.2143,3.3077,1.5357
933.txt,176,3,36,29,5,19,4,3,27,58.6667,35.2000,6.0690,9.6667,7.2000,5.8000,0.6552,3.8000,1.6667,0.8000,0.6000,0.1034,5.4000,0.9310
422.txt,194,5,36,22,7,15,6,3,29,38.8000,27.7143,8.8182,4.4000,5.1429,3.1429,0.6818,2.1429,1.4000,0.8571,0.4286,0.1364,4.1429,1.3182
208.txt,154,11,28,20,11,9,6,1,10,14.0000,14.0000,7.7000,1.8182,2.5455,1.8182,0.4500,0.8182,1.0000,0.5455,0.0909,0.0500,0.9091,0.5000
1375.txt,134,2,18,14,2,9,2,4,24,67.0000,67.0000,9.5714,7.0000,9.0000,7.0000,0.6429,4.5000,1.0000,1.0000,2.0000,0.2857,12.0000,1.7143
1601.txt,162,5,21,17,10,7,7,4,24,32.4000,16.2000,9.5294,3.4000,2.1000,1.7000,0.4118,0.7000,2.0000,0.7000,0.4000,0.2353,2.4000,1.4118
779.txt,187,4,32,24,11,13,9,3,32,46.7500,17.0000,7.7917,6.0000,2.9091,2.1818,0.5417,1.1818,2.7500,0.8182,0.2727,0.1250,2.9091,1.3333
436.txt,177,9,28,19,11,8,6,3,26,19.6667,16.0909,9.3158,2.1111,2.5455,1.7273,0.4211,0.7273,1.2222,0.5455,0.2727,0.1579,2.3636,1.3684
700.txt,175,4,27,21,7,12,6,8,25,43.7500,25.0000,8.3333,5.2500,3.8571,3.0000,0.5714,1.7143,1.7500,0.8571,1.1429,0.3810,3.5714,1.1905
477.txt,236,13,36,29,18,10,7,4,31,18.1538,13.1111,8.1379,2.2308,2.0000,1.6111,0.3448,0.5556,1.3846,0.3889,0.2222,0.1379,1.7222,1.0690
1307.txt,185,10,32,22,11,11,6,1,25,18.5000,16.8182,8.4091,2.2000,2.9091,2.0000,0.5000,1.0000,1.1000,0.5455,0.0909,0.0455,2.2727,1.1364
821.txt,180,14,26,20,15,6,6,5,31,12.8571,12.0000,9.0000,1.4286,1.7333,1.3333,0.3000,0.4000,1.0714,0.4000,0.3333,0.2500,2.0667,1.5500
1584.txt,157,5,26,18,14,5,6,1,15,31.4000,11.2143,8.7222,3.6000,1.8571,1.2857,0.2778,0.3571,2.8000,0.4286,0.0714,0.0556,1.0714,0.8333
594.txt,127,9,22,18,11,7,6,1,19,14.1111,11.5455,7.0556,2.0000,2.0000,1.6364,0.3889,0.6364,1.2222,0.5455,0.0909,0.0556,1.7273,1.0556
1334.txt,126,2,23,14,4,2,2,0,21,63.0000,31.5000,9.0000,7.0000,5.7500,3.5000,0.1429,0.5000,2.0000,0.5000,0.0000,0.0000,5.2500,1.5000
216.txt,174,6,24,18,7,7,5,4,30,29.0000,24.8571,9.6667,3.0000,3.4286,2.5714,0.3889,1.0000,1.1667,0.7143,0.5714,0.2222,4.2857,1.6667
361.txt,181,3,23,15,5,11,3,4,28,60.3333,36.2000,12.0667,5.0000,4.6000,3.0000,0.7333,2.2000,1.6667,0.6000,0.8000,0.2667,5.6000,1.8667
739.txt,156,4,20,18,9,8,9,3,22,39.0000,17.3333,8.6667,4.5000,2.2222,2.0000,0.4444,0.8889,2.2500,1.0000,0.3333,0.1667,2.4444,1.2222
861.txt,179,14,24,22,15,8,4,3,29,12.7857,11.9333,8.1364,1.5714,1.6000,1.4667,0.3636,0.5333,1.0714,0.2667,0.2000,0.1364,1.9333,1.3182
814.txt,257,10,41,23,10,11,7,8,26,25.7000,25.7000,11.1739,2.3000,4.1000,2.3000,0.4783,1.1000,1.0000,0.7000,0.8000,0.3478,2.6000,1.1304
299.txt,206,12,30,19,13,5,4,2,26,17.1667,15.8462,10.8421,1.5833,2.3077,1.4615,0.2632,0.3846,1.0833,0.3077,0.1538,0.1053,2.0000,1.3684
491.txt,227,2,34,25,13,14,8,4,32,113.5000,17.4615,9.0800,12.5000,2.6154,1.9231,0.5600,1.0769,6.5000,0.6154,0.3077,0.1600,2.4615,1.2800
630.txt,186,12,22,19,12,7,5,5,24,15.5000,15.5000,9.7895,1.5833,1.8333,1.5833,0.3684,0.5833,1.0000,0.4167,0.4167,0.2632,2.0000,1.2632
110.txt,178,4,28,25,8,17,8,1,31,44.5000,22.2500,7.1200,6.2500,3.5000,3.1250,0.6800,2.1250,2.0000,1.0000,0.1250,0.0400,3.8750,1.2400
1072.txt,303,8,40,33,15,15,10,12,42,37.8750,20.2000,9.1818,4.1250,2.6667,2.2000,0.4545,1.0000,1.8750,0.6667,0.8000,0.3636,2.8000,1.2727
1610.txt,162,7,31,19,10,10,6,2,17,23.1429,16.2000,8.5263,2.7143,3.1000,1.9000,0.5263,1.0000,1.4286,0.6000,0.2000,0.1053,1.7000,0.8947
774.txt,198,11,30,25,17,8,7,0,19,18.0000,11.6471,7.9200,2.2727,1.7647,1.4706,0.3200,0.4706,1.5455,0.4118,0.0000,0.0000,1.1176,0.7600
1308.txt,167,3,27,19,6,9,4,3,25,55.6667,27.8333,8.7895,6.3333,4.5000,3.1667,0.4737,1.5000,2.0000,0.6667,0.5000,0.1579,4.1667,1.3158
1140.txt,138,9,22,17,10,5,4,2,16,15.3333,13.8000,8.1176,1.8889,2.2000,1.7000,0.2941,0.5000,1.1111,0.4000,0.2000,0.1176,1.6000,0.9412
1261.txt,141,3,18,13,5,8,5,6,20,47.0000,28.2000,10.8462,4.3333,3.6000,2.6000,0.6154,1.6000,1.6667,1.0000,1.2000,0.4615,4.0000,1.5385
382.txt,156,4,28,21,5,12,4,1,23,39.0000,31.2000,7.4286,5.2500,5.6000,4.2000,0.5714,2.4000,1.2500,0.8000,0.2000,0.0476,4.6000,1.0952
229.txt,174,10,27,19,10,9,4,4,21,17.4000,17.4000,9.1579,1.9000,2.7000,1.9000,0.4737,0.9000,1.0000,0.4000,0.4000,0.2105,2.1000,1.1053
786.txt,171,3,28,20,4,10,4,5,25,57.0000,42.7500,8.5500,6.6667,7.0000,5.0000,0.5000,2.5000,1.3333,1.0000,1.2500,0.2500,6.2500,1.2500
1106.txt,167,3,25,17,11,6,5,4,22,55.6667,15.1818,9.8235,5.6667,2.2727,1.5455,0.3529,0.5455,3.6667,0.4545,0.3636,0.2353,2.0000,1.2941
1012.txt,196,5,25,18,5,12,5,4,28,39.2000,39.2000,10.8889,3.6000,5.0000,3.6000,0.6667,2.4000,1.0000,1.0000,0.8000,0.2222,5.6000,1.5556
798.txt,227,3,33,26,12,9,6,5,34,75.6667,18.9167,8.7308,8.6667,2.7500,2.1667,0.3462,0.7500,4.0000,0.5000,0.4167,0.1923,2.8333,1.3077
1546.txt,183,5,25,22,7,15,6,5,37,36.6000,26.1429,8.3182,4.4000,3.5714,3.1429,0.6818,2.1429,1.4000,0.8571,0.7143,0.2273,5.2857,1.6818
40.txt,176,3,23,12,9,2,3,5,23,58.6667,19.5556,14.6667,4.0000,2.5556,1.3333,0.1667,0.2222,3.0000,0.3333,0.5556,0.4167,2.5556,1.9167
770.txt,228,5,38,28,8,14,7,5,28,45.6000,28.5000,8.1429,5.6000,4.7500,3.5000,0.5000,1.7500,1.6000,0.8750,0.6250,0.1786,3.5000,1.0000
1217.txt,163,3,31,18,3,10,3,3,26,54.3333,54.3333,9.0556,6.0000,10.3333,6.0000,0.5556,3.3333,1.0000,1.0000,1.0000,0.1667,8.6667,1.4444
1260.txt,185,9,29,22,13,7,4,4,21,20.5556,14.2308,8.4091,2.4444,2.2308,1.6923,0.3182,0.5385,1.4444,0.3077,0.3077,0.1818,1.6154,0.9545
1060.txt,156,6,28,19,8,8,5,3,18,26.0000,19.5000,8.2105,3.1667,3.5000,2.3750,0.4211,1.0000,1.3333,0.6250,0.3750,0.1579,2.2500,0.9474
1120.txt,139,5,19,16,10,5,4,2,24,27.8000,13.9000,8.6875,3.2000,1.9000,1.6000,0.3125,0.5000,2.0000,0.4000,0.2000,0.1250,2.4000,1.5000
1365.txt,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
309.txt,174,3,29,19,6,10,4,3,31,58.0000,29.0000,9.1579,6.3333,4.8333,3.1667,0.5263,1.6667,2.0000,0.6667,0.5000,0.1579,5.1667,1.6316
346.txt,167,4,28,19,7,9,3,1,30,41.7500,23.8571,8.7895,4.7500,4.0000,2.7143,0.4737,1.2857,1.7500,0.4286,0.1429,0.0526,4.2857,1.5789
601.txt,177,15,20,17,16,2,2,5,23,11.8000,11.0625,10.4118,1.1333,1.2500,1.0625,0.1176,0.1250,1.0667,0.1250,0.3125,0.2941,1.4375,1.3529
238.txt,184,13,32,26,14,11,9,0,25,14.1538,13.1429,7.0769,2.0000,2.2857,1.8571,0.4231,0.7857,1.0769,0.6429,0.0000,0.0000,1.7857,0.9615
1081.txt,260,7,37,20,9,11,6,9,36,37.1429,28.8889,13.0000,2.8571,4.1111,2.2222,0.5500,1.2222,1.2857,0.6667,1.0000,0.4500,4.0000,1.8000
1489.txt,174,4,26,22,11,8,7,3,22,43.5000,15.8182,7.9091,5.5000,2.3636,2.0000,0.3636,0.7273,2.7500,0.6364,0.2727,0.1364,2.0000,1.0000
1274.txt,175,3,25,23,7,11,3,3,25,58.3333,25.0000,7.6087,7.6667,3.5714,3.2857,0.4783,1.5714,2.3333,0.4286,0.4286,0.1304,3.5714,1.0870
1238.txt,180,3,21,17,8,8,6,4,26,60.0000,22.5000,10.5882,5.6667,2.6250,2.1250,0.4706,1.0000,2.6667,0.7500,0.5000,0.2353,3.2500,1.5294
1339.txt,177,5,26,14,9,4,5,7,25,35.4000,19.6667,12.6429,2.8000,2.8889,1.5556,0.2857,0.4444,1.8000,0.5556,0.7778,0.5000,2.7778,1.7857
1457.txt,170,5,26,20,6,12,5,4,29,34.0000,28.3333,8.5000,4.0000,4.3333,3.3333,0.6000,2.0000,1.2000,0.8333,0.6667,0.2000,4.8333,1.4500
1572.txt,167,2,23,21,2,14,2,7,24,83.5000,83.5000,7.9524,10.5000,11.5000,10.5000,0.6667,7.0000,1.0000,1.0000,3.5000,0.3333,12.0000,1.1429
337.txt,153,4,22,17,10,5,6,1,20,38.2500,15.3000,9.0000,4.2500,2.2000,1.7000,0.2941,0.5000,2.5000,0.6000,0.1000,0.0588,2.0000,1.1765
319.txt,151,3,20,16,3,8,1,8,22,50.3333,50.3333,9.4375,5.3333,6.6667,5.3333,0.5000,2.6667,1.0000,0.3333,2.6667,0.5000,7.3333,1.3750
578.txt,166,6,22,18,7,9,5,8,26,27.6667,23.7143,9.2222,3.0000,3.1429,2.5714,0.5000,1.2857,1.1667,0.7143,1.1429,0.4444,3.7143,1.4444
925.txt,225,12,32,24,12,12,9,6,31,18.7500,18.7500,9.3750,2.0000,2.6667,2.0000,0.5000,1.0000,1.0000,0.7500,0.5000,0.2500,2.5833,1.2917
93.txt,176,3,30,22,9,10,7,5,28,58.6667,19.5556,8.0000,7.3333,3.3333,2.4444,0.4545,1.1111,3.0000,0.7778,0.5556,0.2273,3.1111,1.2727
1481.txt,175,8,27,21,10,11,8,2,25,21.8750,17.5000,8.3333,2.6250,2.7000,2.1000,0.5238,1.1000,1.2500,0.8000,0.2000,0.0952,2.5000,1.1905
544.txt,128,3,15,11,3,7,3,7,17,42.6667,42.6667,11.6364,3.6667,5.0000,3.6667,0.6364,2.3333,1.0000,1.0000,2.3333,0.6364,5.6667,1.5455
1007.txt,176,3,28,22,3,12,3,2,25,58.6667,58.6667,8.0000,7.3333,9.3333,7.3333,0.5455,4.0000,1.0000,1.0000,0.6667,0.0909,8.3333,1.1364
1473.txt,184,2,32,25,8,16,6,6,32,92.0000,23.0000,7.3600,12.5000,4.0000,3.1250,0.6400,2.0000,4.0000,0.7500,0.7500,0.2400,4.0000,1.2800
1558.txt,151,11,18,16,12,4,4,6,16,13.7273,12.5833,9.4375,1.4545,1.5000,1.3333,0.2500,0.3333,1.0909,0.3333,0.5000,0.3750,1.3333,1.0000
1153.txt,141,3,24,19,3,10,3,8,17,47.0000,47.0000,7.4211,6.3333,8.0000,6.3333,0.5263,3.3333,1.0000,1.0000,2.6667,0.4211,5.6667,0.8947
1316.txt,170,3,25,20,3,9,3,2,28,56.6667,56.6667,8.5000,6.6667,8.3333,6.6667,0.4500,3.0000,1.0000,1.0000,0.6667,0.1000,9.3333,1.4000
1321.txt,171,3,19,12,3,9,3,4,27,57.0000,57.0000,14.2500,4.0000,6.3333,4.0000,0.7500,3.0000,1.0000,1.0000,1.3333,0.3333,9.0000,2.2500
451.txt,250,15,38,29,18,12,10,5,36,16.6667,13.8889,8.6207,1.9333,2.1111,1.6111,0.4138,0.6667,1.2000,0.5556,0.2778,0.1724,2.0000,1.2414
1416.txt,201,10,21,18,11,7,7,7,28,20.1000,18.2727,11.1667,1.8000,1.9091,1.6364,0.3889,0.6364,1.1000,0.6364,0.6364,0.3889,2.5455,1.5556
945.txt,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
702.txt,168,3,17,14,9,5,4,4,30,56.0000,18.6667,12.0000,4.6667,1.8889,1.5556,0.3571,0.5556,3.0000,0.4444,0.4444,0.2857,3.3333,2.1429
1551.txt,183,6,31,24,6,11,5,3,35,30.5000,30.5000,7.6250,4.0000,5.1667,4.0000,0.4583,1.8333,1.0000,0.8333,0.5000,0.1250,5.8333,1.4583
1211.txt,98,2,14,10,3,6,2,2,12,49.0000,32.6667,9.8000,5.0000,4.6667,3.3333,0.6000,2.0000,1.5000,0.6667,0.6667,0.2000,4.0000,1.2000
794.txt,142,6,22,18,7,10,6,2,24,23.6667,20.2857,7.8889,3.0000,3.1429,2.5714,0.5556,1.4286,1.1667,0.8571,0.2857,0.1111,3.4286,1.3333
803.txt,198,7,28,20,7,10,6,2,34,28.2857,28.2857,9.9000,2.8571,4.0000,2.8571,0.5000,1.4286,1.0000,0.8571,0.2857,0.1000,4.8571,1.7000
1054.txt,118,3,21,16,4,11,3,4,23,39.3333,29.5000,7.3750,5.3333,5.2500,4.0000,0.6875,2.7500,1.3333,0.7500,1.0000,0.2500,5.7500,1.4375
143.txt,174,8,28,21,9,12,6,3,23,21.7500,19.3333,8.2857,2.6250,3.1111,2.3333,0.5714,1.3333,1.1250,0.6667,0.3333,0.1429,2.5556,1.0952
1089.txt,168,3,33,28,3,23,3,0,32,56.0000,56.0000,6.0000,9.3333,11.0000,9.3333,0.8214,7.6667,1.0000,1.0000,0.0000,0.0000,10.6667,1.1429
940.txt,202,14,38,26,17,11,7,4,21,14.4286,11.8824,7.7692,1.8571,2.2353,1.5294,0.4231,0.6471,1.2143,0.4118,0.2353,0.1538,1.2353,0.8077
1447.txt,180,5,25,22,9,9,7,3,25,36.0000,20.0000,8.1818,4.4000,2.7778,2.4444,0.4091,1.0000,1.8000,0.7778,0.3333,0.1364,2.7778,1.1364
1180.txt,174,3,28,15,3,4,3,2,25,58.0000,58.0000,11.6000,5.0000,9.3333,5.0000,0.2667,1.3333,1.0000,1.0000,0.6667,0.1333,8.3333,1.6667
894.txt,179,3,25,21,3,16,3,2,27,59.6667,59.6667,8.5238,7.0000,8.3333,7.0000,0.7619,5.3333,1.0000,1.0000,0.6667,0.0952,9.0000,1.2857
1401.txt,175,6,23,18,10,8,7,7,27,29.1667,17.5000,9.7222,3.0000,2.3000,1.8000,0.4444,0.8000,1.6667,0.7000,0.7000,0.3889,2.7000,1.5000
1583.txt,158,3,18,14,6,6,5,5,26,52.6667,26.3333,11.2857,4.6667,3.0000,2.3333,0.4286,1.0000,2.0000,0.8333,0.8333,0.3571,4.3333,1.8571
1183.txt,130,1,20,18,7,11,3,1,19,130.0000,18.5714,7.2222,18.0000,2.8571,2.5714,0.6111,1.5714,7.0000,0.4286,0.1429,0.0556,2.7143,1.0556
495.txt,175,3,26,21,6,10,4,4,32,58.3333,29.1667,8.3333,7.0000,4.3333,3.5000,0.4762,1.6667,2.0000,0.6667,0.6667,0.1905,5.3333,1.5238
219.txt,183,10,24,14,10,4,3,9,19,18.3000,18.3000,13.0714,1.4000,2.4000,1.4000,0.2857,0.4000,1.0000,0.3000,0.9000,0.6429,1.9000,1.3571
454.txt,143,3,19,18,4,7,3,1,16,47.6667,35.7500,7.9444,6.0000,4.7500,4.5000,0.3889,1.7500,1.3333,0.7500,0.2500,0.0556,4.0000,0.8889
1514.txt,178,5,31,24,11,13,4,2,34,35.6000,16.1818,7.4167,4.8000,2.8182,2.1818,0.5417,1.1818,2.2000,0.3636,0.1818,0.0833,3.0909,1.4167
210.txt,152,4,18,16,4,7,2,7,18,38.0000,38.0000,9.5000,4.0000,4.5000,4.0000,0.4375,1.7500,1.0000,0.5000,1.7500,0.4375,4.5000,1.1250
492.txt,132,1,19,15,2,8,2,3,27,132.0000,66.0000,8.8000,15.0000,9.5000,7.5000,0.5333,4.0000,2.0000,1.0000,1.5000,0.2000,13.5000,1.8000
192.txt,208,13,29,25,16,9,6,6,23,16.0000,13.0000,8.3200,1.9231,1.8125,1.5625,0.3600,0.5625,1.2308,0.3750,0.3750,0.2400,1.4375,0.9200
261.txt,178,13,31,27,14,13,10,1,28,13.6923,12.7143,6.5926,2.0769,2.2143,1.9286,0.4815,0.9286,1.0769,0.7143,0.0714,0.0370,2.0000,1.0370
1171.txt,146,5,21,14,6,7,5,5,19,29.2000,24.3333,10.4286,2.8000,3.5000,2.3333,0.5000,1.1667,1.2000,0.8333,0.8333,0.3571,3.1667,1.3571
512.txt,179,3,26,22,6,13,5,5,29,59.6667,29.8333,8.1364,7.3333,4.3333,3.6667,0.5909,2.1667,2.0000,0.8333,0.8333,0.2273,4.8333,1.3182
250.txt,84,1,14,9,2,5,2,1,15,84.0000,42.0000,9.3333,9.0000,7.0000,4.5000,0.5556,2.5000,2.0000,1.0000,0.5000,0.1111,7.5000,1.6667
1188.txt,177,8,25,19,8,11,5,3,17,22.1250,22.1250,9.3158,2.3750,3.1250,2.3750,0.5789,1.3750,1.0000,0.6250,0.3750,0.1579,2.1250,0.8947
329.txt,159,3,24,18,10,8,5,2,17,53.0000,15.9000,8.8333,6.0000,2.4000,1.8000,0.4444,0.8000,3.3333,0.5000,0.2000,0.1111,1.7000,0.9444
1133.txt,184,12,25,20,13,7,8,5,19,15.3333,14.1538,9.2000,1.6667,1.9231,1.5385,0.3500,0.5385,1.0833,0.6154,0.3846,0.2500,1.4615,0.9500
272.txt,184,3,26,16,7,8,5,3,32,61.3333,26.2857,11.5000,5.3333,3.7143,2.2857,0.5000,1.1429,2.3333,0.7143,0.4286,0.1875,4.5714,2.0000
547.txt,200,10,24,20,11,8,6,5,31,20.0000,18.1818,10.0000,2.0000,2.1818,1.8182,0.4000,0.7273,1.1000,0.5455,0.4545,0.2500,2.8182,1.5500
6.txt,178,11,31,22,13,7,7,0,17,16.1818,13.6923,8.0909,2.0000,2.3846,1.6923,0.3182,0.5385,1.1818,0.5385,0.0000,0.0000,1.3077,0.7727
290.txt,129,4,20,13,5,5,5,6,18,32.2500,25.8000,9.9231,3.2500,4.0000,2.6000,0.3846,1.0000,1.2500,1.0000,1.2000,0.4615,3.6000,1.3846
1142.txt,187,10,26,18,12,7,5,5,24,18.7000,15.5833,10.3889,1.8000,2.1667,1.5000,0.3889,0.5833,1.2000,0.4167,0.4167,0.2778,2.0000,1.3333
1277.txt,170,3,22,19,6,7,5,6,26,56.6667,28.3333,8.9474,6.3333,3.6667,3.1667,0.3684,1.1667,2.0000,0.8333,1.0000,0.3158,4.3333,1.3684
125.txt,238,6,41,33,7,18,6,1,39,39.6667,34.0000,7.2121,5.5000,5.8571,4.7143,0.5455,2.5714,1.1667,0.8571,0.1429,0.0303,5.5714,1.1818
237.txt,121,3,16,14,5,8,2,1,15,40.3333,24.2000,8.6429,4.6667,3.2000,2.8000,0.5714,1.6000,1.6667,0.4000,0.2000,0.0714,3.0000,1.0714
1203.txt,164,4,29,23,10,12,6,1,26,41.0000,16.4000,7.1304,5.7500,2.9000,2.3000,0.5217,1.2000,2.5000,0.6000,0.1000,0.0435,2.6000,1.1304
1163.txt,231,3,37,19,7,10,5,9,26,77.0000,33.0000,12.1579,6.3333,5.2857,2.7143,0.5263,1.4286,2.3333,0.7143,1.2857,0.4737,3.7143,1.3684
1658.txt,140,4,19,16,9,8,3,8,20,35.0000,15.5556,8.7500,4.0000,2.1111,1.7778,0.5000,0.8889,2.2500,0.3333,0.8889,0.5000,2.2222,1.2500
